targets,inputs,length
yes, Q: A coin is heads up. Johnray flips the coin.  Sewole flips the coin.  Palhof flips the coin.  Garbriel flips the coin.  Is the coin still heads up? ,4
no, Q: A coin is heads up. Brayshawn does not flip the coin.  Versey does not flip the coin.  Rodre flips the coin.  Crystalann does not flip the coin.  Is the coin still heads up? ,4
no, Q: A coin is heads up. Tecia flips the coin.  Elfar does not flip the coin.  Mcilroy does not flip the coin.  Errick does not flip the coin.  Is the coin still heads up? ,4
no, Q: A coin is heads up. Emarosa does not flip the coin.  Samita does not flip the coin.  Kikyo does not flip the coin.  Fatmah flips the coin.  Is the coin still heads up? ,4
no, Q: A coin is heads up. Fynche does not flip the coin.  Yeşim flips the coin.  Hafeeza flips the coin.  Nanayaa flips the coin.  Is the coin still heads up? ,4
no, Q: A coin is heads up. Vendel does not flip the coin.  Bruggeman does not flip the coin.  Cathleen does not flip the coin.  Vuthy flips the coin.  Is the coin still heads up? ,4
yes, Q: A coin is heads up. Muqeet flips the coin.  Svanhildur flips the coin.  Oshinski does not flip the coin.  Oldřich does not flip the coin.  Is the coin still heads up? ,4
no, Q: A coin is heads up. Tarrence does not flip the coin.  Bucknor flips the coin.  Jee flips the coin.  Abirami flips the coin.  Is the coin still heads up? ,4
no, Q: A coin is heads up. Glorious does not flip the coin.  Izelle does not flip the coin.  Dweck flips the coin.  Skyyler does not flip the coin.  Is the coin still heads up? ,4
yes, Q: A coin is heads up. Necaattin does not flip the coin.  Brae does not flip the coin.  Heck does not flip the coin.  Giomar does not flip the coin.  Is the coin still heads up? ,4
yes, Q: A coin is heads up. Heijo flips the coin.  Nurques flips the coin.  Tiffinee flips the coin.  Genni flips the coin.  Is the coin still heads up? ,4
yes, Q: A coin is heads up. Bilboat flips the coin.  Wintana does not flip the coin.  Srividya flips the coin.  Roselle does not flip the coin.  Is the coin still heads up? ,4
no, Q: A coin is heads up. Bernel flips the coin.  Nesma flips the coin.  Sunan does not flip the coin.  Hosfmann flips the coin.  Is the coin still heads up? ,4
yes, Q: A coin is heads up. Aqueelah does not flip the coin.  Dankmar flips the coin.  Ivatts does not flip the coin.  Nicolaus flips the coin.  Is the coin still heads up? ,4
yes, Q: A coin is heads up. Pauleta does not flip the coin.  Sabiriin does not flip the coin.  Ladara does not flip the coin.  Scharer does not flip the coin.  Is the coin still heads up? ,4
yes, Q: A coin is heads up. Yuzu flips the coin.  Laiyanna flips the coin.  Leani flips the coin.  Mila-lily flips the coin.  Is the coin still heads up? ,4
no, Q: A coin is heads up. Barbaraann does not flip the coin.  Dolcie-lou flips the coin.  Raeesah flips the coin.  Adeniyi flips the coin.  Is the coin still heads up? ,4
no, Q: A coin is heads up. Vanesha does not flip the coin.  Lobell flips the coin.  Walisha does not flip the coin.  Tillymae does not flip the coin.  Is the coin still heads up? ,4
yes, Q: A coin is heads up. Brugier does not flip the coin.  Lenwood flips the coin.  Chukwudorom does not flip the coin.  Timia flips the coin.  Is the coin still heads up? ,4
no, Q: A coin is heads up. Leuna flips the coin.  Charece does not flip the coin.  Lasherrie does not flip the coin.  Glowacki does not flip the coin.  Is the coin still heads up? ,4
no, Q: A coin is heads up. Valentin does not flip the coin.  Tacoria flips the coin.  Lattonia does not flip the coin.  Jeylanie does not flip the coin.  Is the coin still heads up? ,4
yes, Q: A coin is heads up. Vasilea does not flip the coin.  Oligerta does not flip the coin.  Severino flips the coin.  Ashvath flips the coin.  Is the coin still heads up? ,4
yes, Q: A coin is heads up. Fossum flips the coin.  Boltuch does not flip the coin.  Aliabbas flips the coin.  Sherron does not flip the coin.  Is the coin still heads up? ,4
yes, Q: A coin is heads up. Ademoe flips the coin.  Mcnew does not flip the coin.  Chritine does not flip the coin.  Glenys flips the coin.  Is the coin still heads up? ,4
no, Q: A coin is heads up. Torres-alfardo flips the coin.  Bartek flips the coin.  Damarria does not flip the coin.  Kametria flips the coin.  Is the coin still heads up? ,4
yes, Q: A coin is heads up. Snorre does not flip the coin.  Larry flips the coin.  Sigun flips the coin.  Trenda does not flip the coin.  Is the coin still heads up? ,4
yes, Q: A coin is heads up. Madson flips the coin.  Markiah does not flip the coin.  Atac flips the coin.  Jasonanthony does not flip the coin.  Is the coin still heads up? ,4
no, Q: A coin is heads up. Abagaile flips the coin.  Haile does not flip the coin.  Leve does not flip the coin.  Leyat does not flip the coin.  Is the coin still heads up? ,4
yes, Q: A coin is heads up. Shewin flips the coin.  Deljunco does not flip the coin.  Danis flips the coin.  Shykerria does not flip the coin.  Is the coin still heads up? ,4
yes, Q: A coin is heads up. Arbadella does not flip the coin.  Zadok flips the coin.  Cchristopher flips the coin.  Elisames does not flip the coin.  Is the coin still heads up? ,4
no, Q: A coin is heads up. Womack does not flip the coin.  Lanses flips the coin.  Gitti does not flip the coin.  Rina does not flip the coin.  Is the coin still heads up? ,4
no, Q: A coin is heads up. Shubhm does not flip the coin.  Kavina flips the coin.  Strep flips the coin.  Chronabery flips the coin.  Is the coin still heads up? ,4
no, Q: A coin is heads up. Avneet flips the coin.  Kaala flips the coin.  Kaytie flips the coin.  Drury does not flip the coin.  Is the coin still heads up? ,4
yes, Q: A coin is heads up. Evadell does not flip the coin.  Andelin flips the coin.  Lee-james does not flip the coin.  Keneesha flips the coin.  Is the coin still heads up? ,4
yes, Q: A coin is heads up. Salas flips the coin.  Linea flips the coin.  Jesel does not flip the coin.  Gerstein does not flip the coin.  Is the coin still heads up? ,4
no, Q: A coin is heads up. Jaivyn flips the coin.  Treyton flips the coin.  Sevion does not flip the coin.  Mieka flips the coin.  Is the coin still heads up? ,4
yes, Q: A coin is heads up. Jadan does not flip the coin.  Sherryle does not flip the coin.  Ingham does not flip the coin.  Sireli does not flip the coin.  Is the coin still heads up? ,4
no, Q: A coin is heads up. Raydean flips the coin.  Loats does not flip the coin.  Maaris flips the coin.  Jhan flips the coin.  Is the coin still heads up? ,4
no, Q: A coin is heads up. Sharnequa does not flip the coin.  Mumper does not flip the coin.  Alfie-jay flips the coin.  Lueella does not flip the coin.  Is the coin still heads up? ,4
yes, Q: A coin is heads up. Otillie does not flip the coin.  Ulah flips the coin.  Mczell does not flip the coin.  Theoria flips the coin.  Is the coin still heads up? ,4
no, Q: A coin is heads up. Booker does not flip the coin.  Tevaughn does not flip the coin.  Dallion does not flip the coin.  Akoowo flips the coin.  Is the coin still heads up? ,4
yes, Q: A coin is heads up. Shereen does not flip the coin.  Symere flips the coin.  Conionilli flips the coin.  Badamo does not flip the coin.  Is the coin still heads up? ,4
no, Q: A coin is heads up. Charnea does not flip the coin.  Ginsberg flips the coin.  Sheptock does not flip the coin.  Mumbi does not flip the coin.  Is the coin still heads up? ,4
yes, Q: A coin is heads up. Etam does not flip the coin.  Gerritt flips the coin.  Bedelia flips the coin.  Vilibalda does not flip the coin.  Is the coin still heads up? ,4
no, Q: A coin is heads up. Gorkem does not flip the coin.  Aarzu flips the coin.  Alidus flips the coin.  Sevion flips the coin.  Is the coin still heads up? ,4
no, Q: A coin is heads up. Kirthana does not flip the coin.  Idas flips the coin.  Davian does not flip the coin.  Izarra does not flip the coin.  Is the coin still heads up? ,4
no, Q: A coin is heads up. Jyquavious does not flip the coin.  Jandee flips the coin.  Logan-reece does not flip the coin.  Euron does not flip the coin.  Is the coin still heads up? ,4
yes, Q: A coin is heads up. Réjanne does not flip the coin.  Reister does not flip the coin.  Leor flips the coin.  Marque flips the coin.  Is the coin still heads up? ,4
yes, Q: A coin is heads up. Trinitee flips the coin.  Latocha does not flip the coin.  Shanoa does not flip the coin.  Ingelbert flips the coin.  Is the coin still heads up? ,4
yes, Q: A coin is heads up. Beachum does not flip the coin.  Semiramis flips the coin.  Makeya flips the coin.  Berth does not flip the coin.  Is the coin still heads up? ,4
no, Q: A coin is heads up. Jayda flips the coin.  Breshawna does not flip the coin.  Taahira does not flip the coin.  Wilmuth does not flip the coin.  Is the coin still heads up? ,4
no, Q: A coin is heads up. Gilio flips the coin.  Jhayla does not flip the coin.  Dília does not flip the coin.  Arryn does not flip the coin.  Is the coin still heads up? ,4
yes, Q: A coin is heads up. Voske flips the coin.  Pfisterer flips the coin.  Hipólito flips the coin.  Milosav flips the coin.  Is the coin still heads up? ,4
yes, Q: A coin is heads up. Shaelea flips the coin.  Jacklon flips the coin.  Minnie does not flip the coin.  Kaymi does not flip the coin.  Is the coin still heads up? ,4
no, Q: A coin is heads up. Felisitas flips the coin.  Basharat flips the coin.  Zvezda flips the coin.  Tommie-lee does not flip the coin.  Is the coin still heads up? ,4
no, Q: A coin is heads up. Sonny-lee flips the coin.  Hirst flips the coin.  Noële flips the coin.  Dhapu does not flip the coin.  Is the coin still heads up? ,4
no, Q: A coin is heads up. Jatiana does not flip the coin.  Hristivoje does not flip the coin.  Halleli flips the coin.  Keyonda does not flip the coin.  Is the coin still heads up? ,4
no, Q: A coin is heads up. Antioca does not flip the coin.  Gonzalez-fernandez does not flip the coin.  Guccione flips the coin.  Imena flips the coin.  Oram flips the coin.  Lenna does not flip the coin.  Kamilly does not flip the coin.  Is the coin still heads up? ,7
yes, Q: A coin is heads up. Adesubomi flips the coin.  Abdilahi flips the coin.  Giandonato flips the coin.  Almontather flips the coin.  Vagharshak flips the coin.  Ioulia flips the coin.  Amedeo does not flip the coin.  Is the coin still heads up? ,7
no, Q: A coin is heads up. Shiteel does not flip the coin.  Biranna flips the coin.  Flaura flips the coin.  Aggie flips the coin.  Welch does not flip the coin.  Karmo does not flip the coin.  Samanntha does not flip the coin.  Is the coin still heads up? ,7
no, Q: A coin is heads up. Kiyotaka flips the coin.  Pilgrim does not flip the coin.  Chasin does not flip the coin.  Deighton flips the coin.  Hassam does not flip the coin.  Territa does not flip the coin.  Boaten flips the coin.  Is the coin still heads up? ,7
no, Q: A coin is heads up. Retalic flips the coin.  Morales-ruiz flips the coin.  Archan flips the coin.  Tallulah-mae does not flip the coin.  Orhan flips the coin.  Dellanie does not flip the coin.  Walbert flips the coin.  Is the coin still heads up? ,7
yes, Q: A coin is heads up. Laylan flips the coin.  Mounie does not flip the coin.  Dairian flips the coin.  Ajet does not flip the coin.  Zikeria does not flip the coin.  Rolien flips the coin.  Adna flips the coin.  Is the coin still heads up? ,7
yes, Q: A coin is heads up. Charlierae does not flip the coin.  Altynay does not flip the coin.  Ubaydah flips the coin.  Exdol flips the coin.  Khaira flips the coin.  Alora flips the coin.  İmran does not flip the coin.  Is the coin still heads up? ,7
no, Q: A coin is heads up. Saahin flips the coin.  Jessaca flips the coin.  Caneisha does not flip the coin.  Sethrida flips the coin.  Materse does not flip the coin.  Kahmari flips the coin.  Vontella flips the coin.  Is the coin still heads up? ,7
no, Q: A coin is heads up. Chalker does not flip the coin.  Kalmar flips the coin.  Nithun does not flip the coin.  Savastina flips the coin.  Annicia does not flip the coin.  Vachel does not flip the coin.  Gobind flips the coin.  Is the coin still heads up? ,7
no, Q: A coin is heads up. Chaynce does not flip the coin.  Hoban does not flip the coin.  Ziar flips the coin.  Silven does not flip the coin.  Fenton flips the coin.  Terrion flips the coin.  Kinzley does not flip the coin.  Is the coin still heads up? ,7
no, Q: A coin is heads up. Naulesh flips the coin.  Adryanah flips the coin.  Svante flips the coin.  Ekambir flips the coin.  Kaysun flips the coin.  Agim does not flip the coin.  Kristyanna does not flip the coin.  Is the coin still heads up? ,7
yes, Q: A coin is heads up. Assmaa does not flip the coin.  Frasco flips the coin.  Amiliana does not flip the coin.  Aliyiah flips the coin.  Mastin does not flip the coin.  Shaquille does not flip the coin.  Taylor-paige does not flip the coin.  Is the coin still heads up? ,7
yes, Q: A coin is heads up. Rutilia flips the coin.  Cynthi does not flip the coin.  Patrcia flips the coin.  Dume flips the coin.  Jonahn flips the coin.  Lauar does not flip the coin.  Gracin does not flip the coin.  Is the coin still heads up? ,7
no, Q: A coin is heads up. Schlonda flips the coin.  Anaye does not flip the coin.  Pellegrini flips the coin.  Banko flips the coin.  Fabienne does not flip the coin.  Gernold flips the coin.  Zayshaun flips the coin.  Is the coin still heads up? ,7
yes, Q: A coin is heads up. Mathé does not flip the coin.  Adlay flips the coin.  Amardeep does not flip the coin.  Phillane flips the coin.  Grimmage flips the coin.  Asdrúbal does not flip the coin.  Laura-marie flips the coin.  Is the coin still heads up? ,7
yes, Q: A coin is heads up. Adelino does not flip the coin.  Tiara does not flip the coin.  Clent does not flip the coin.  Yasseen flips the coin.  Rasma flips the coin.  Kaevion does not flip the coin.  Guven does not flip the coin.  Is the coin still heads up? ,7
yes, Q: A coin is heads up. Abbra does not flip the coin.  Edwind flips the coin.  Envere does not flip the coin.  Naelyn flips the coin.  Dalya flips the coin.  Arlinda does not flip the coin.  Roland flips the coin.  Is the coin still heads up? ,7
no, Q: A coin is heads up. Nancie does not flip the coin.  Zenita does not flip the coin.  Solnit does not flip the coin.  Berther flips the coin.  Gamalier flips the coin.  Keylah flips the coin.  Anetta does not flip the coin.  Is the coin still heads up? ,7
yes, Q: A coin is heads up. Samoila does not flip the coin.  Rishav does not flip the coin.  Kumagai does not flip the coin.  Leyda does not flip the coin.  Chatrine does not flip the coin.  Ezera does not flip the coin.  Cessna does not flip the coin.  Is the coin still heads up? ,7
no, Q: A coin is heads up. Yoab flips the coin.  Helgard flips the coin.  Izzie-mae does not flip the coin.  Kawailani flips the coin.  Alef flips the coin.  Bediha does not flip the coin.  Aibhne flips the coin.  Is the coin still heads up? ,7
yes, Q: A coin is heads up. Shawndrika flips the coin.  Gerow does not flip the coin.  Melbalene does not flip the coin.  Heledd flips the coin.  Fareha does not flip the coin.  Dejay flips the coin.  Joda flips the coin.  Is the coin still heads up? ,7
no, Q: A coin is heads up. Kenzi flips the coin.  Shaconna does not flip the coin.  Harbison flips the coin.  Refika does not flip the coin.  Sajada flips the coin.  Blondin flips the coin.  Emily- flips the coin.  Is the coin still heads up? ,7
no, Q: A coin is heads up. Laimuntas flips the coin.  Moesley flips the coin.  Deonka flips the coin.  Curenton flips the coin.  Jenielle does not flip the coin.  Yannely does not flip the coin.  Joost flips the coin.  Is the coin still heads up? ,7
no, Q: A coin is heads up. Dehaan flips the coin.  Lucciana does not flip the coin.  Tayjuan does not flip the coin.  Uzi does not flip the coin.  Figueroa-gonzalez does not flip the coin.  Dimassino flips the coin.  Gisello flips the coin.  Is the coin still heads up? ,7
yes, Q: A coin is heads up. Shaunyce does not flip the coin.  Doremus flips the coin.  Latocha flips the coin.  Eskander does not flip the coin.  Yanelli flips the coin.  Zdena flips the coin.  Asami does not flip the coin.  Is the coin still heads up? ,7
yes, Q: A coin is heads up. Ippazia flips the coin.  Ranisav flips the coin.  Vanitie does not flip the coin.  Katana does not flip the coin.  Philena flips the coin.  Schry does not flip the coin.  Ginta flips the coin.  Is the coin still heads up? ,7
yes, Q: A coin is heads up. Cleaver flips the coin.  Lenville does not flip the coin.  Travys does not flip the coin.  Slawomir does not flip the coin.  Ergo flips the coin.  Flois does not flip the coin.  Luzmar does not flip the coin.  Is the coin still heads up? ,7
yes, Q: A coin is heads up. Maitland does not flip the coin.  Dila does not flip the coin.  Kashmere flips the coin.  Raghuveer does not flip the coin.  Wilmina does not flip the coin.  Kyren flips the coin.  Marquavion does not flip the coin.  Is the coin still heads up? ,7
yes, Q: A coin is heads up. Valéry does not flip the coin.  Darnetha flips the coin.  Vasilka does not flip the coin.  Morfa flips the coin.  Himke flips the coin.  Waldfried flips the coin.  Heilner does not flip the coin.  Is the coin still heads up? ,7
no, Q: A coin is heads up. Calese flips the coin.  Gephtherson flips the coin.  Feliks does not flip the coin.  Dopp does not flip the coin.  Ekundayo does not flip the coin.  Hubing flips the coin.  Johnesha does not flip the coin.  Is the coin still heads up? ,7
no, Q: A coin is heads up. Flasco does not flip the coin.  Lemichael does not flip the coin.  Barahona does not flip the coin.  Kiser flips the coin.  Ayomikun does not flip the coin.  Yeilin flips the coin.  Mahogani flips the coin.  Is the coin still heads up? ,7
no, Q: A coin is heads up. Clarabel does not flip the coin.  Docile does not flip the coin.  Ljubinko flips the coin.  Concetto flips the coin.  Fergus does not flip the coin.  Caolin does not flip the coin.  Jean-baptiste flips the coin.  Is the coin still heads up? ,7
no, Q: A coin is heads up. Lili flips the coin.  Sloka flips the coin.  Pauljr does not flip the coin.  Valentīna does not flip the coin.  Xavier-ian flips the coin.  Pinchas does not flip the coin.  Trinie does not flip the coin.  Is the coin still heads up? ,7
yes, Q: A coin is heads up. Mccandless does not flip the coin.  Hickenbottom does not flip the coin.  Christos-johannes flips the coin.  Antrice does not flip the coin.  Latiana flips the coin.  Pohlman flips the coin.  Azarian flips the coin.  Is the coin still heads up? ,7
yes, Q: A coin is heads up. Egwan flips the coin.  Mejia-rojo flips the coin.  Delcia does not flip the coin.  Bohemond flips the coin.  Jakarri flips the coin.  Rechetta does not flip the coin.  Ayansh does not flip the coin.  Is the coin still heads up? ,7
yes, Q: A coin is heads up. Trendafila does not flip the coin.  Charlirose does not flip the coin.  Taeshon flips the coin.  Blas flips the coin.  Kenzie-tyler flips the coin.  Dietgar does not flip the coin.  Quave flips the coin.  Is the coin still heads up? ,7
no, Q: A coin is heads up. Ricka does not flip the coin.  Lotje does not flip the coin.  Glenalee flips the coin.  Maz flips the coin.  Salamacha flips the coin.  Journeii flips the coin.  Jayla-mai flips the coin.  Is the coin still heads up? ,7
yes, Q: A coin is heads up. Savelljr flips the coin.  Morann flips the coin.  Dhiraj flips the coin.  Jaymie-lee flips the coin.  Dasheem flips the coin.  Olgert flips the coin.  Jonaide does not flip the coin.  Is the coin still heads up? ,7
yes, Q: A coin is heads up. Carliana flips the coin.  Dontey does not flip the coin.  Adila does not flip the coin.  Quinnisha does not flip the coin.  Aakarsh does not flip the coin.  Harmanpreet flips the coin.  Winferd does not flip the coin.  Is the coin still heads up? ,7
no, Q: A coin is heads up. Gaétanne does not flip the coin.  Kaiyue flips the coin.  Alilia does not flip the coin.  Kerianne flips the coin.  Amyiah flips the coin.  Mcclure does not flip the coin.  Samyukta does not flip the coin.  Is the coin still heads up? ,7
no, Q: A coin is heads up. Meigha does not flip the coin.  Krishn does not flip the coin.  Yuni flips the coin.  Enes flips the coin.  Lilie does not flip the coin.  Beyda flips the coin.  Lennea does not flip the coin.  Is the coin still heads up? ,7
no, Q: A coin is heads up. Jliana does not flip the coin.  Smajo flips the coin.  Odice does not flip the coin.  Kaleisha flips the coin.  Zady does not flip the coin.  Fatisha does not flip the coin.  Alijandro flips the coin.  Is the coin still heads up? ,7
yes, Q: A coin is heads up. Aramen flips the coin.  Olegario flips the coin.  Elings does not flip the coin.  Shatoyia does not flip the coin.  Shonterria does not flip the coin.  Sashikala flips the coin.  Julė flips the coin.  Is the coin still heads up? ,7
no, Q: A coin is heads up. Chevere flips the coin.  Dashanta flips the coin.  Hanaan flips the coin.  Gorga flips the coin.  Fakira flips the coin.  Darikson does not flip the coin.  Kritzia does not flip the coin.  Is the coin still heads up? ,7
no, Q: A coin is heads up. Artherine does not flip the coin.  Absher flips the coin.  Obibuba flips the coin.  Schreibe does not flip the coin.  Renfrow does not flip the coin.  Waliyah flips the coin.  Jayleanna does not flip the coin.  Is the coin still heads up? ,7
no, Q: A coin is heads up. Damiso flips the coin.  Yasunari does not flip the coin.  Nriti flips the coin.  Libor does not flip the coin.  Brenndan does not flip the coin.  Jasemin does not flip the coin.  Nylea flips the coin.  Is the coin still heads up? ,7
no, Q: A coin is heads up. Haaniyah does not flip the coin.  Zaliya does not flip the coin.  Heilwig flips the coin.  Laurin flips the coin.  Puiu flips the coin.  Gursharan does not flip the coin.  Humaya does not flip the coin.  Is the coin still heads up? ,7
no, Q: A coin is heads up. Tiyler-jay flips the coin.  Logan-joe flips the coin.  Pranish flips the coin.  Germann flips the coin.  Jebria does not flip the coin.  Vacius does not flip the coin.  Mykyla flips the coin.  Is the coin still heads up? ,7
yes, Q: A coin is heads up. Chalmer does not flip the coin.  Vandawt flips the coin.  Ihab flips the coin.  Kotomi flips the coin.  Sakib does not flip the coin.  Josée flips the coin.  Olatz does not flip the coin.  Is the coin still heads up? ,7
yes, Q: A coin is heads up. Munafo flips the coin.  Mattan does not flip the coin.  Strader does not flip the coin.  Gissel does not flip the coin.  Odarius flips the coin.  Durene flips the coin.  Mcgaw flips the coin.  Is the coin still heads up? ,7
yes, Q: A coin is heads up. Ceryis does not flip the coin.  Lesly does not flip the coin.  Kine does not flip the coin.  Coşkun flips the coin.  Tameer flips the coin.  Valerija does not flip the coin.  Henn does not flip the coin.  Is the coin still heads up? ,7
yes, Q: A coin is heads up. Kristmundur does not flip the coin.  Naydia flips the coin.  Joniah does not flip the coin.  Jovcho flips the coin.  Hibbard flips the coin.  Damontra flips the coin.  Mmasichukwu does not flip the coin.  Is the coin still heads up? ,7
yes, Q: A coin is heads up. Kliment flips the coin.  Mezmariah flips the coin.  Nosakhare flips the coin.  Gorga flips the coin.  Batson flips the coin.  Nairin flips the coin.  Sarin does not flip the coin.  Is the coin still heads up? ,7
yes, Q: A coin is heads up. Angelik flips the coin.  Treniya does not flip the coin.  Nicayla flips the coin.  Vipol does not flip the coin.  Dorelle does not flip the coin.  Vaniya does not flip the coin.  Jaylanie does not flip the coin.  Is the coin still heads up? ,7
no, Q: A coin is heads up. Gjylferije flips the coin.  Kavitha does not flip the coin.  Staņislavs does not flip the coin.  Sigfríð does not flip the coin.  Gaia flips the coin.  Margalida does not flip the coin.  Rochford flips the coin.  Is the coin still heads up? ,7
yes, Q: A coin is heads up. Arvyda flips the coin.  Shakinah does not flip the coin.  Lovegrove flips the coin.  Chukwudi flips the coin.  Rosario-santiago flips the coin.  Annielise flips the coin.  Hudhaifah flips the coin.  Is the coin still heads up? ,7
no, Q: A coin is heads up. Adhrith does not flip the coin.  Breelan flips the coin.  Yaritzy does not flip the coin.  Conchetta flips the coin.  Kegley does not flip the coin.  Kenda flips the coin.  Nabilah does not flip the coin.  Is the coin still heads up? ,7
no, Q: A coin is heads up. Graycelynn does not flip the coin.  Demetra flips the coin.  Godwin flips the coin.  Tarez does not flip the coin.  Eabha flips the coin.  Deondrae does not flip the coin.  Zafirka does not flip the coin.  Is the coin still heads up? ,7
no, Q: A coin is heads up. Mercadies does not flip the coin.  Payzleigh flips the coin.  Dywana does not flip the coin.  Dhirender flips the coin.  Paavana flips the coin.  Ellie-diane flips the coin.  Fabion flips the coin.  Is the coin still heads up? ,7
yes, Q: A coin is heads up. Ellianah flips the coin.  Lorrainne does not flip the coin.  Jananne flips the coin.  Beckem flips the coin.  Rheaann flips the coin.  Garneta does not flip the coin.  Manjot does not flip the coin.  Is the coin still heads up? ,7
no, Q: A coin is heads up. Brihann does not flip the coin.  Brittnee does not flip the coin.  Sannon does not flip the coin.  Hardison does not flip the coin.  Motofumi flips the coin.  Jkai flips the coin.  Escarpita flips the coin.  Is the coin still heads up? ,7
yes, Q: A coin is heads up. Emmalilly does not flip the coin.  Ainka does not flip the coin.  Keton does not flip the coin.  Blondun does not flip the coin.  Muqadaas flips the coin.  Kokal flips the coin.  Sapphyre does not flip the coin.  Is the coin still heads up? ,7
yes, Q: A coin is heads up. Dejour flips the coin.  Ibrahem does not flip the coin.  Penyu does not flip the coin.  Khaldun flips the coin.  Vanice flips the coin.  Jayciana does not flip the coin.  Udella flips the coin.  Is the coin still heads up? ,7
no, Q: A coin is heads up. Alimatou does not flip the coin.  Ilse does not flip the coin.  Terrika flips the coin.  Bárbaro does not flip the coin.  Alissa does not flip the coin.  Maleesa flips the coin.  Ravina flips the coin.  Is the coin still heads up? ,7
no, Q: A coin is heads up. Roeliene does not flip the coin.  Jonross does not flip the coin.  Dvorah flips the coin.  Lashonta flips the coin.  Morgon does not flip the coin.  Krishaun does not flip the coin.  Lottie-may flips the coin.  Is the coin still heads up? ,7
no, Q: A coin is heads up. Cedor flips the coin.  Torianne does not flip the coin.  Tonju does not flip the coin.  Vanshu flips the coin.  Daonna flips the coin.  Hudaifah flips the coin.  Vickers flips the coin.  Is the coin still heads up? ,7
yes, Q: A coin is heads up. Raymund flips the coin.  Santhya does not flip the coin.  Harvey-john flips the coin.  Zarhia does not flip the coin.  Stickley flips the coin.  Keimy flips the coin.  Shardasia does not flip the coin.  Is the coin still heads up? ,7
no, Q: A coin is heads up. Detria does not flip the coin.  Lütfü flips the coin.  Izaiah flips the coin.  Relford flips the coin.  Anoosh flips the coin.  Harlie does not flip the coin.  Shavonna flips the coin.  Is the coin still heads up? ,7
yes, Q: A coin is heads up. Hauselt does not flip the coin.  Shatonya does not flip the coin.  Domanic does not flip the coin.  Lennon-sean flips the coin.  Sharmel flips the coin.  Hampson does not flip the coin.  Shayley does not flip the coin.  Is the coin still heads up? ,7
yes, Q: A coin is heads up. Muzaffar flips the coin.  Arhaam flips the coin.  Taranisha does not flip the coin.  Arron does not flip the coin.  Chanique flips the coin.  Mathumitha flips the coin.  Aitanna does not flip the coin.  Is the coin still heads up? ,7
yes, Q: A coin is heads up. Scarola does not flip the coin.  Philbo does not flip the coin.  Janarius does not flip the coin.  Morly flips the coin.  Seza does not flip the coin.  Ashdeep flips the coin.  Tinie does not flip the coin.  Is the coin still heads up? ,7
no, Q: A coin is heads up. Engebretson flips the coin.  Slayden does not flip the coin.  Bahar does not flip the coin.  Realyn does not flip the coin.  Raidah does not flip the coin.  Savastiţa does not flip the coin.  Mitru does not flip the coin.  Is the coin still heads up? ,7
no, Q: A coin is heads up. Agostiña flips the coin.  Márk flips the coin.  Penthea does not flip the coin.  Arleigh flips the coin.  Adyaan does not flip the coin.  Arminta does not flip the coin.  Winterbottom does not flip the coin.  Is the coin still heads up? ,7
no, Q: A coin is heads up. Quetzalli flips the coin.  Culloch flips the coin.  Ryuji flips the coin.  Allecia flips the coin.  Kelcie flips the coin.  Adriti flips the coin.  Kamille flips the coin.  Is the coin still heads up? ,7
yes, Q: A coin is heads up. Arrison flips the coin.  Avonda flips the coin.  Vernae does not flip the coin.  Reylen does not flip the coin.  Inaara does not flip the coin.  Bacilio does not flip the coin.  Hernán does not flip the coin.  Is the coin still heads up? ,7
no, Q: A coin is heads up. Darae does not flip the coin.  Mia-grace flips the coin.  Dhvani does not flip the coin.  Rosete flips the coin.  Lakenda flips the coin.  Liubita does not flip the coin.  Dalinda does not flip the coin.  Is the coin still heads up? ,7
no, Q: A coin is heads up. Xarles flips the coin.  Eleah flips the coin.  Henil flips the coin.  Betzayra flips the coin.  Emberleigh does not flip the coin.  Sintia flips the coin.  Christina does not flip the coin.  Is the coin still heads up? ,7
no, Q: A coin is heads up. Sölvi does not flip the coin.  Mincey flips the coin.  Marcia flips the coin.  Billett flips the coin.  Ym does not flip the coin.  Btittany does not flip the coin.  Sanni does not flip the coin.  Is the coin still heads up? ,7
yes, Q: A coin is heads up. Destannie does not flip the coin.  Aketza does not flip the coin.  Walrath flips the coin.  Janaina does not flip the coin.  Bollenback flips the coin.  Bunnell flips the coin.  Balais flips the coin.  Is the coin still heads up? ,7
no, Q: A coin is heads up. Kaesin does not flip the coin.  Adiah flips the coin.  Olympia does not flip the coin.  Ingmar does not flip the coin.  Amarae flips the coin.  Dagrunn does not flip the coin.  Brittinie flips the coin.  Is the coin still heads up? ,7
yes, Q: A coin is heads up. Ashen flips the coin.  Barcena does not flip the coin.  Dojka does not flip the coin.  Jasleene flips the coin.  Vasatha does not flip the coin.  Eustazio flips the coin.  Marcella flips the coin.  Is the coin still heads up? ,7
no, Q: A coin is heads up. Antinique does not flip the coin.  Shorn does not flip the coin.  Whoan does not flip the coin.  Kamon does not flip the coin.  Doortje flips the coin.  Yudith flips the coin.  Shirita flips the coin.  Is the coin still heads up? ,7
yes, Q: A coin is heads up. Aalyia does not flip the coin.  Jiashu does not flip the coin.  Sharessa does not flip the coin.  Lashaunte flips the coin.  Marcus-john flips the coin.  Lasonda does not flip the coin.  Thora does not flip the coin.  Is the coin still heads up? ,7
